targetSize,noiseContrast,noiseDecayRadius,eccentricity,hardOrSoft,targetCross,noiseSpectrum,noiseCheckDeg,targetKind,meanThreshold,sdThreshold,squaredNoiseContrast,meanSquaredThreshold,sdSquaredThreshold,meanEnergy,sdEnergy,energyAtUnitContrast,noisePowerSpectralDensity,meanNeq,sdNeq,meanEfficiency,sdEfficiency
2,0.16,1,0,soft,0,pink,0.203775,letter,0.383795636628833,0.00919128549575751,0.0256,0.147341330559863,0.00705515053656323,0.0277107823416195,0.00305023218106909,2.274606173125,0.001063020816,1.98394559161017e-05,2.22430587997793e-06,0.177330671940418,0.0198814754782355
2,0.16,1,32,soft,0,pink,0.203775,letter,0.435019529177193,0.000425587119588019,0.0256,0.189242081327745,0.000370277416774123,0.0492242638794581,0.000221770224539166,2.274606173125,0.001063020816,0.000279619921694962,1.59114113180709e-06,0.118120988072675,0.000672152261229661
2,0.16,1,32,soft,1,pink,0.203775,letter,0.430495627615855,0.00817075102478832,0.0256,0.185359865982524,0.00703494518101828,0.0469806369882193,0.00410139255190968,2.274606173125,0.001063020816,0.000595892390163608,8.0913619648251e-05,0.153825171327704,0.0208872467757469
2,0.16,1.73205080756888,0,soft,0,pink,0.203775,letter,0.473424541345389,0.0221995088330375,0.0256,0.224377205444306,0.0210195845747474,0.073337782688963,0.0157204800418904,2.274606173125,0.001063020816,7.53991422802871e-06,1.6274315016408e-06,0.131699911656091,0.0284263956472711
2,0.16,1.73205080756888,32,soft,0,pink,0.203775,letter,0.549027187062138,0.0339406060609584,0.0256,0.302006834503256,0.0372686309456643,0.146059862302491,0.0410544471324259,2.274606173125,0.001063020816,8.40829732698713e-05,2.54179981589837e-05,0.0705611514053235,0.0213303971870717
2,0.16,3,0,soft,0,pink,0.203775,letter,0.528564560568015,0.0157197103902104,0.0256,0.279504049335835,0.016617763629316,0.121148282487543,0.0165431535802711,2.274606173125,0.001063020816,4.48804717712165e-06,6.15419152470403e-07,0.106471833930655,0.0145998478210285
2,0.16,3,32,soft,0,pink,0.203775,letter,0.671303492968686,0.000854063015831497,0.0256,0.450648744383776,0.00114667097148609,0.362945354133889,0.00212645191825105,2.274606173125,0.001063020816,3.08982273619137e-05,1.86290659875237e-07,0.0339677787948774,0.000204797506733145
2,0.16,5.19615242270663,0,soft,0,pink,0.203775,letter,0.515263270033489,0.00508179919231147,0.0256,0.26550914978712,0.00523692893896792,0.107380867353237,0.00487549442435844,2.274606173125,0.001063020816,5.02377860223301e-06,2.29175263960168e-07,0.134551229227616,0.00613797221491765
2,0.16,5.19615242270663,32,soft,0,pink,0.203775,letter,0.638649572278995,0.0351248292591394,0.0256,0.408490152987385,0.0448649143654442,0.292098211675708,0.0732372083103854,2.274606173125,0.001063020816,4.00152657769307e-05,1.03978683908841e-05,0.051283381550307,0.0133258605596218
2,0.16,9,0,soft,0,pink,0.203775,letter,0.543882402208888,0.0266728290761043,0.0256,0.296163787337972,0.0290137647032374,0.139052053920962,0.0311521701388926,2.274606173125,0.001063020816,3.97173746252633e-06,8.93038503062003e-07,0.104962538720402,0.0236006506826946
2,0.16,9,32,soft,0,pink,0.203775,letter,0.678618235883228,0.00854415295593204,0.0256,0.460559211348132,0.0115964360121421,0.381767335364678,0.0221236183469538,2.274606173125,0.001063020816,2.93844091071223e-05,1.7498291187059e-06,0.0364467348885138,0.0021703876282548
2,0.16,1.018875,0,hard,1,white,0.203775,letter,0.503148831703207,0.00498948451405473,0.0256,0.25317119432216,0.00502090660809578,0.0962376285158252,0.00439345319247577,2.274606173125,0.001063020816,8.79569879737147e-06,4.04861369709124e-07,0.168101921896184,0.00773764267257124
2,0.16,1.018875,0,hard,1,pink,0.203775,letter,0.518842288080408,0.0120336238094677,0.0256,0.269305925977004,0.0123588149055595,0.111178853774928,0.0114148537563567,2.274606173125,0.001063020816,7.66480174821426e-06,8.72970617535811e-07,0.147946697517997,0.0168501579215352
2,0.16,1.6302,0,hard,1,pink,0.203775,letter,0.542409156990868,0.0234071985373382,0.0256,0.294481642059228,0.025392557652311,0.137019375547611,0.0270606098724339,2.274606173125,0.001063020816,6.27999858326129e-06,1.2474494268622e-06,0.109873078139939,0.0218250221773257
2,0.16,3.056625,0,hard,1,pink,0.203775,letter,0.523860600866138,0.0328853123560511,0.0256,0.274970651024209,0.0344546389810231,0.117732850647769,0.0335904919602776,2.274606173125,0.001063020816,7.47993849937242e-06,2.14850683878531e-06,0.131364443009955,0.0377325835237537
2,0.16,5.094375,0,hard,1,pink,0.203775,letter,0.528242272602083,0.0460772945136768,0.0256,0.280101457098663,0.0486799495385203,0.124172797038691,0.0486389601368807,2.274606173125,0.001063020816,7.3696951620818e-06,2.90519592864428e-06,0.127568567855479,0.0502886043188833
2,0.16,8.9661,0,hard,1,pink,0.203775,letter,0.537994680211964,0.000898835253700061,0.0256,0.28943867988878,0.000967137169755208,0.130947747124989,0.00100749233143608,2.274606173125,0.001063020816,6.44346481458284e-06,4.98755406226815e-08,0.109901799662948,0.000850693195559878
2,0.16,16.6076625,0,hard,1,white,0.1018875,gabor,0.572244965388531,0.0210013616058137,0.0256,0.32768482900717,0.0240358468904618,0.015677310857603,0.00263765894066294,0.203810297746128,0.000265755204,2.03164178351092e-06,3.44393007468378e-07,0.0993387963253584,0.0168393794134599
2,0.16,Inf,0,soft,0,pink,0.203775,letter,0.53455359350318,0.028252487879078,0.0256,0.286146645862842,0.0302049378423324,0.128608127347975,0.0310112520811823,2.274606173125,0.001063020816,4.31334418392683e-06,1.04417240579095e-06,0.116791292682205,0.0282727832176821
2,0.16,Inf,0,soft,1,white,0.203775,letter,0.528612690371677,0.0120367820108463,0.0256,0.279503818482571,0.0127255914443418,0.12101560822035,0.0126678344163939,2.274606173125,0.001063020816,7.01449953219331e-06,7.39091519797658e-07,0.12270992462252,0.0129294847433194
2,0.16,Inf,0,soft,1,pink,0.203775,letter,0.542953344802039,0.0328767219603537,0.0256,0.295338774055151,0.0357010523090014,0.138677499374345,0.0381995929817859,2.274606173125,0.001063020816,6.32477873064068e-06,1.75216824488368e-06,0.109527059712922,0.0303425375270039
2,0.16,1.018875,4,hard,1,white,0.203775,letter,0.505286995238364,0.00863210588928183,0.0256,0.255352204183056,0.00872338169474918,0.098214270648314,0.00771920048216874,2.274606173125,0.001063020816,8.76519142013749e-06,6.94567235046181e-07,0.145321520128685,0.0115155005282139
2,0.16,Inf,4,soft,1,white,0.203775,letter,0.553118861932527,0.0140066911604666,0.0256,0.306038569124166,0.0154947301482354,0.149174988053146,0.017358899196782,2.274606173125,0.001063020816,5.77615700153493e-06,6.75775654330555e-07,0.0992928175953753,0.0116166629063248
2,0.16,1.018875,8,hard,1,white,0.203775,letter,0.514186765161171,0.00389018377200923,0.0256,0.264395596231799,0.00400056201922385,0.106333947207757,0.0037041036545949,2.274606173125,0.001063020816,1.00523437327828e-05,3.53478964724768e-07,0.142775412043698,0.00502053114964339
2,0.16,16.6076625,16,hard,1,white,0.1018875,gabor,0.553028567715309,0.000237508088632543,0.0256,0.305840624914292,0.00026269751615451,0.0133209505885307,2.63458048418465e-05,0.203810297746128,0.000265755204,2.46342023221256e-05,5.32370107922685e-08,0.0244448998947603,5.28279090386628e-05
2,0.16,Inf,16,soft,1,white,0.1018875,letter,0.424145303030926,0.00271620335822797,0.0256,0.179902926963538,0.00230412979293845,0.0436149268452764,0.00128608144682247,2.26422511046875,0.000265755204,3.32336303830677e-05,1.10244705398095e-06,0.0917446089533604,0.00304341032542743
2,0.16,1.018875,32,hard,1,white,0.203775,letter,0.519404755367498,0.0504068381225867,0.0256,0.271051724563129,0.0523631028478224,0.115729219398744,0.0501397438521398,2.274606173125,0.001063020816,0.000206757398904782,0.000104763993197061,0.168716871999306,0.085488854686669
2,0.16,1.018875,32,hard,1,pink,0.203775,letter,0.529357054837839,0.0235585715169319,0.0256,0.280635146225529,0.0249791133068207,0.123044450885801,0.0251948989703725,2.274606173125,0.001063020816,0.000175084788296251,4.17101181170737e-05,0.149509396118909,0.0356173407890833
2,0.16,1.6302,32,hard,1,pink,0.203775,letter,0.687828228683713,0.018269065684402,0.0256,0.473274551554664,0.0251319581788173,0.407140104755671,0.0496816134580073,2.274606173125,0.001063020816,4.60558203330287e-05,5.86151706651489e-06,0.0374526667656824,0.00476659505456919
2,0.16,3.056625,32,hard,1,pink,0.203775,letter,0.820662433802489,0.0366661650054135,0.0256,0.674159034082727,0.0601810884230927,0.923005087098242,0.18864444661809,2.274606173125,0.001063020816,2.01139750661394e-05,4.1870081262715e-06,0.0162221771839882,0.00337687540487794
2,0.16,5.094375,32,hard,1,pink,0.203775,letter,0.764074294461009,0.0302234935751859,0.0256,0.584266257238034,0.0461859890592141,0.66303702160046,0.12014674479997,2.274606173125,0.001063020816,2.80792673271035e-05,5.22022994894261e-06,0.0231455651109105,0.00430300302246667
2,0.16,8.9661,32,hard,1,pink,0.203775,letter,0.678571311695081,0.0576238478845751,0.0256,0.462119278978095,0.0782037800879079,0.392824805449035,0.149993343330541,2.274606173125,0.001063020816,5.15201435750937e-05,2.05496543493872e-05,0.0414828587492186,0.0165461186550924
2,0.16,16.6076625,32,hard,1,white,0.1018875,gabor,0.674261024304982,0.0211503210639842,0.0256,0.454851596937358,0.0285216742899624,0.0333211939268596,0.00479754570818454,0.203810297746128,0.000265755204,0.000478632977685631,0.000183869268745378,0.135853755354764,0.0521889042710311
2,0.16,Inf,32,soft,0,pink,0.203775,letter,0.655724602280555,0.0317631803056159,0.0256,0.430479203847556,0.0416557975461311,0.328918494212865,0.0727985118881032,2.274606173125,0.001063020816,3.51131196241882e-05,8.021482828072e-06,0.0460608673599906,0.0105224617045917
2,0.16,Inf,32,soft,1,white,0.203775,letter,0.660563481747841,0.0241516283100504,0.0256,0.436635763993844,0.0319073673727333,0.338832995983118,0.0567954865747853,2.274606173125,0.001063020816,5.62466112498396e-05,9.91920990535814e-06,0.0449731046988184,0.00793110297119455
2,0.16,Inf,32,soft,1,pink,0.203775,letter,0.67406903740104,0.0289688027291131,0.0256,0.454998460831433,0.0386886052682315,0.374067112077762,0.0711326866256452,2.274606173125,0.001063020816,5.15872219532838e-05,1.13500025753538e-05,0.0413528497640589,0.00909827925499307
2,0.2,2,32,soft,0,white,0.203775,letter,0.692666204896153,0.00350721616507455,0.04,0.479792621687854,0.00485866022162529,0.419312973689337,0.00977653641249875,2.274606173125,0.001660970025,4.16369669449995e-05,9.9511985678666e-07,-1,0
2,0.2,5.65685424949238,32,soft,0,white,0.203775,letter,0.750928898241586,0.0069120348953862,0.04,0.563918098327519,0.0103808934971995,0.608373513630842,0.0257809659147915,2.274606173125,0.001660970025,2.84942669882104e-05,1.22819349708383e-06,-1,0
2,0.2,16,32,soft,0,white,0.203775,letter,0.736015273361039,0.0237315397467859,0.04,0.542000075610102,0.034933551428018,0.556887822686906,0.0824015568415697,2.274606173125,0.001660970025,3.15070492633739e-05,4.74946356572354e-06,-1,0
3.46410161513775,0,Inf,0,soft,0,white,0.3438703125,letter,0.159984609914975,0.00395062280409936,0,0.025602879119917,0.00126407769647009,0.00140325428069401,0.000159249740283345,6.47729648518799,0,0,0,0,0
3.46410161513775,0,Inf,32,soft,0,white,0.3438703125,letter,0.257462524882248,0.00637354996291938,0,0.0663072627883072,0.00328190053183276,0.0125113713441944,0.0013697235586453,6.45758868655151,0,0,0,0,0
3.46410161513775,0.16,1,0,soft,0,pink,0.3438703125,letter,0.206854518235043,0.0112342204551659,0.0256,0.0428518955688694,0.00464769851999924,0.00462596053324027,0.00114561793786708,6.47729648518799,0.0030271178705625,0.001406989179979,0.000500161018924794,1.62409963224995,0.577340137692917
3.46410161513775,0.16,1,32,soft,0,pink,0.3438703125,letter,0.322102292983296,0.00692872955697211,0.0256,0.103773890791734,0.00446351935552372,0.035192889889871,0.00348084194940807,6.47729648518799,0.0030271178705625,0.00168968862659562,0.000259309756577687,0.227875957361839,0.0349712119163999
3.46410161513775,0.16,1.73205080756888,0,soft,0,pink,0.3438703125,letter,0.406078452280578,0.00234174308737729,0.0256,0.164902451286933,0.00190186281712183,0.10210238955184,0.00271120436198146,6.47729648518799,0.0030271178705625,4.21985378502012e-05,1.13614540562483e-06,0.141617436949475,0.00381288093245494
3.46410161513775,0.16,1.73205080756888,32,soft,0,pink,0.3438703125,letter,0.417056987725001,0.00214968146885836,0.0256,0.17393884157546,0.00179307935594065,0.115445458881478,0.00274007462842201,6.47729648518799,0.0030271178705625,0.000368068733578754,9.79787961912286e-06,0.136391513082759,0.00363070129120046
3.46410161513775,0.16,3,0,soft,0,pink,0.3438703125,letter,0.499563523947061,0.0173388965590869,0.0256,0.24971403312535,0.0173237605328221,0.266390834603839,0.0424070889645102,6.47729648518799,0.0030271178705625,1.62381837897588e-05,2.59866558181566e-06,0.103912451123994,0.0166295512942976
3.46410161513775,0.16,3,32,soft,0,pink,0.3438703125,letter,0.562151360812687,0.0174893200596636,0.0256,0.31616709062163,0.019663290142457,0.45831814514261,0.065451518897474,6.47729648518799,0.0030271178705625,8.58803047173898e-05,1.26085934927331e-05,0.0620521816743453,0.00911024636723978
3.46410161513775,0.16,5.19615242270663,0,soft,0,pink,0.3438703125,letter,0.567355948893699,0.0262712369915833,0.0256,0.322237861691603,0.029810285183942,0.480514263244748,0.101731585963968,6.47729648518799,0.0030271178705625,9.07051282183496e-06,1.9259788182847e-06,0.0763622162778428,0.0162142994511139
3.46410161513775,0.16,5.19615242270663,32,soft,0,pink,0.3438703125,letter,0.590808049907519,0.00323103469296947,0.0256,0.349059371628119,0.00381784261227367,0.574010027876827,0.0144549514742218,6.47729648518799,0.0030271178705625,6.74729127046006e-05,1.7369902271756e-06,0.0630153023661392,0.00162223564961108
3.46410161513775,0.16,9,0,soft,0,pink,0.3438703125,letter,0.539914705634467,0.00196909851371162,0.0256,0.291509828034831,0.00212629048879175,0.379078840181443,0.00636646067726163,6.47729648518799,0.0030271178705625,1.12488598089204e-05,1.89621533165083e-07,0.100915498544166,0.0017011281035691
3.46410161513775,0.16,9,32,soft,0,pink,0.3438703125,letter,0.644876142779021,0.00285955361498079,0.0256,0.415869328048987,0.00368811581059722,0.859083156608022,0.0175417962750791,6.47729648518799,0.0030271178705625,4.47469769577835e-05,9.2720117464637e-07,0.0446169205513272,0.000924506278565448
3.46410161513775,0.16,Inf,0,soft,0,pink,0.3438703125,letter,0.536354644281631,0.00775717324282999,0.0256,0.287706391310834,0.00832119179057815,0.368002952052256,0.0244930363178855,6.47729648518799,0.0030271178705625,1.16129881265558e-05,7.7587990844484e-07,0.111854691640394,0.00747316771215998
3.46410161513775,0.16,Inf,32,soft,0,pink,0.3438703125,letter,0.628309971098109,0.0303117194208665,0.0256,0.395232819948431,0.0380903111065172,0.769356071704542,0.169598973379452,6.47729648518799,0.0030271178705625,5.13299366082356e-05,1.15023657406126e-05,0.0591730284119961,0.0132598997728986
4,0,16.505775,0,hard,1,white,0.203775,gabor,0.155366508511951,0.0279966206750537,0,0.0245306573518055,0.00869947440883318,0.000174803702404301,0.000130993900288834,0.815241190984513,0,0,0,0,0
4,0,Inf,0,soft,1,white,0.203775,letter,0.180742742525548,0.0131392817296501,0,0.032754259337842,0.00474965962926557,0.00350792426784502,0.00115389887454619,9.056900441875,0,0,0,0,0
4,0,16.505775,16,hard,1,white,0.203775,gabor,0.218542909029838,0.0306540309160037,0,0.0482308378929235,0.0133984421797481,0.000801574217537353,0.000485933217533198,0.815241190984513,0,0,0,0,0
4,0,Inf,16,soft,1,white,0.203775,letter,0.233795075923148,0.00185925105585516,0,0.0546618659331548,0.000869367483527701,0.0112324112713572,0.000411271740018087,9.056900441875,0,0,0,0,0
4,0,16.505775,32,hard,1,white,0.203775,gabor,0.333522357641695,0.00115012997411764,0,0.111237824446354,0.000767188121124201,0.0051905908539226,8.24265377599569e-05,0.815241190984513,0,0,0,0,0
4,0,Inf,32,soft,1,white,0.203775,letter,0.245129270293577,0.00200030014848483,0,0.0600903597550034,0.000980664231532443,0.0140930308566717,0.000700444988448794,9.1353351375,0,0,0,0,0
4,0.16,16.505775,0,hard,1,white,0.203775,gabor,0.542707677468764,0.0506213590065689,0.0256,0.295812884177376,0.054945200353535,0.0506228634272068,0.0211289864329016,0.815241190984513,0.001063020816,4.03751346669323e-06,1.69101780575472e-06,0.118433220584445,0.0496029763004601
4,0.16,Inf,0,soft,1,white,0.203775,letter,0.382721070664451,0.0178805089320422,0.0256,0.146635274230378,0.0136864950449929,0.109647873139901,0.0234188978358977,9.056900441875,0.001063020816,3.6009344596555e-05,7.94516269515916e-06,0.131268860025491,0.0289633832938569
4,0.16,16.505775,16,hard,1,white,0.203775,gabor,0.513084358450267,0.0103864930756375,0.0256,0.263309498505527,0.0106582942725232,0.0377915067583391,0.00351820562595355,0.815241190984513,0.001063020816,2.31403980066974e-05,2.20094152278231e-06,0.030343054345623,0.00288600430372861
4,0.16,Inf,16,soft,1,white,0.203775,letter,0.437764505149126,0.00347304186188795,0.0256,0.191643792978346,0.00304074890406316,0.201810934181965,0.00737170249515779,9.056900441875,0.001063020816,6.26997522517402e-05,2.42526761704794e-06,0.0670316724923153,0.00259282913845428
4,0.16,16.505775,32,hard,1,white,0.203775,gabor,0.659109026704596,0.110590555875761,0.0256,0.440539844607935,0.145782467291986,0.133589274272134,0.0944130193324471,0.815241190984513,0.001063020816,5.889498544851e-05,4.33061558865306e-05,0.0585368806946927,0.0430428373684187
4,0.16,Inf,32,soft,1,white,0.203775,letter,0.445804775974449,0.00638099396122662,0.0256,0.198762256823595,0.00568935516675789,0.219583884461697,0.0144640608098106,9.056900441875,0.001063020816,7.30854382551653e-05,5.14432737364673e-06,0.0672005239942134,0.00473010087043438
6,0,Inf,0,soft,0,white,0.5985890625,letter,0.136261404116975,0.0291552898516416,0,0.0189921857150962,0.00794548146524415,0.00241328624094164,0.00206727301691069,19.6273634235669,0,0,0,0,0
6,0,Inf,32,soft,0,white,0.5985890625,letter,0.207545961998735,0.0162845865961112,0,0.0432079202222833,0.00675960038168317,0.0144220375517082,0.00510567399551693,19.6273634235669,0,0,0,0,0
6,0.16,1,0,soft,0,pink,0.5985890625,letter,0.169721288261571,0.0012085203794208,0.0256,0.0288060459499209,0.00041022327137132,0.00556875377389445,0.000182577478554095,19.6273634235669,0.0091727069630625,0.00702700443237078,0.000406587213353495,1.49052739193461,0.0862429196603312
6,0.16,1,32,soft,0,pink,0.5985890625,letter,0.250592854102193,0.00109763323135903,0.0256,0.0627973809264383,0.000550118088407343,0.0335000181557021,0.000675695816605708,19.6273634235669,0.0091727069630625,0.00693847798353793,0.00024574406717375,0.212274493112462,0.00751824786624223
6,0.16,1.73205080756888,0,soft,0,pink,0.5985890625,letter,0.211762985989668,0.000385791708434782,0.0256,0.0448436366528813,0.000163392808296411,0.0154273987937048,0.000129430423768311,19.6273634235669,0.0091727069630625,0.00170103510579272,1.69174573905756e-05,1.16159195148041,0.0115524848825783
6,0.16,1.73205080756888,32,soft,0,pink,0.5985890625,letter,0.297689080464883,0.00769646064881355,0.0256,0.0886484063812869,0.00458230458675892,0.0742427339174362,0.00881965435749639,19.6273634235669,0.0091727069630625,0.00223572637944715,0.000329623944597836,0.246305145884231,0.0363139579634883
6,0.16,3,0,soft,0,pink,0.5985890625,letter,0.397660702526231,0.00154167031598954,0.0256,0.158135222707337,0.00122612340184048,0.280916189649155,0.0050150966277341,19.6273634235669,0.0091727069630625,7.94963242185574e-05,1.43151738321873e-06,0.152541842743986,0.00274687291145544
6,0.16,3,32,soft,0,pink,0.5985890625,letter,0.424083816970957,0.0142037871833046,0.0256,0.179947957601831,0.012047192568278,0.379517172688725,0.0583166982266617,19.6273634235669,0.0091727069630625,0.000367023582908719,5.86247294654402e-05,0.117314475706525,0.0187386580071218
6,0.16,5.19615242270663,0,soft,0,pink,0.5985890625,letter,0.538009466002398,0.0076449112703896,0.0256,0.289483407842352,0.00822606926043604,1.13101285745655,0.073960622831064,19.6273634235669,0.0091727069630625,1.96562214201732e-05,1.28813302416503e-06,0.0723173884479117,0.00473918228177471
6,0.16,5.19615242270663,32,soft,0,pink,0.5985890625,letter,0.566673899112241,0.00595642234171676,0.0256,0.321137047418627,0.0067506981462798,1.43588127589981,0.0694792188825405,19.6273634235669,0.0091727069630625,9.31770240846705e-05,4.55438093231991e-06,0.0559739486648595,0.00273593932635406
6,0.16,9,0,soft,0,pink,0.5985890625,letter,0.58446947325329,0.00180850908311019,0.0256,0.34160620051753,0.00211403670235838,1.65492291514264,0.0235813308267072,19.6273634235669,0.0091727069630625,1.33969697957172e-05,1.91174908335133e-07,0.0646542305127488,0.000922616590186297
