observer,trials,letter_size,noise_contrast,noise_decay_radius,eccentricity,p_accuracy,threshold_log_contrast,threshold_contrast_SD,contrast,log_E_by_N,efficiency,file_date_time,energy_at_unit_contrast,noise_power_spectral_density,threshold_energy
xiuyun,80,5.985890625,0.16,Inf,32,0.7875,-0.390316182768889,0.0210412908527756,-0.407083797528798,5.87097507620712,NaN,11-Oct-2015 14:05:19,19.6273634235669,0.0091727069630625,8.99161359467905
xiuyun,80,3.438703125,0.16,3,0,0.7,-0.718869023772217,0.0207786156580208,-0.191042932644081,4.35793332829691,NaN,11-Oct-2015 16:13:01,6.47729648518799,0.0030271178705625,1.53812657584789
xiuyun,80,2.03775,0.16,3,0,0.6,-0.616778769840424,0.0232226328118954,-0.241669158670252,4.82807632198356,NaN,11-Oct-2015 16:15:42,2.274606173125,0.001063020816,0.662489471729157
xiuyun,80,2.03775,0.16,Inf,0,0.6375,-0.589632352453803,0.021672015183457,-0.257257264626699,4.95309019398882,NaN,11-Oct-2015 16:18:17,2.274606173125,0.001063020816,0.699452230448418
xiuyun,80,3.438703125,0.16,1,32,0.7,-1.14821351647581,0.0208840170909915,-0.0710863938684636,2.38072887098016,NaN,11-Oct-2015 16:20:59,6.47729648518799,0.0030271178705625,0.651730713340421
xiuyun,80,2.03775,0.16,9,32,0.6625,-0.378833112394355,0.0209820201924147,-0.417990958392291,5.92385656953953,NaN,11-Oct-2015 16:23:58,2.274606173125,0.001063020816,1.0662424105563
xiuyun,80,3.438703125,0.16,5.19615242270663,32,0.675,-0.530138653212779,0.0207889529961029,-0.295026717157485,5.22706880398772,NaN,11-Oct-2015 16:26:33,6.47729648518799,0.0030271178705625,2.24347478628173
xiuyun,80,5.985890625,0.16,1.73205080756888,0,0.6875,-1.55357666428306,0.0210371258734231,-0.0279526724658122,0.513962588199902,NaN,11-Oct-2015 16:29:14,19.6273634235669,0.0091727069630625,0.877894683565755
xiuyun,80,2.03775,0.16,5.19615242270663,32,0.725,-0.488065662385971,0.0204837385331491,-0.325038150102013,5.42082208697869,NaN,11-Oct-2015 16:33:10,2.274606173125,0.001063020816,0.856993968725739
xiuyun,80,5.985890625,0.16,5.19615242270663,0,0.7,-0.609881546675742,0.0212151236418757,-0.245537852605369,4.85983920846766,NaN,11-Oct-2015 16:38:16,19.6273634235669,0.0091727069630625,5.79596271928502
xiuyun,80,3.438703125,0.16,Inf,0,0.7375,-0.612784904105691,0.0203515595241066,-0.243901850806737,4.84646875339199,NaN,11-Oct-2015 16:40:59,6.47729648518799,0.0030271178705625,1.90167182280516
xiuyun,80,2.03775,0.16,3,0,0.7125,-0.6588442190712,0.0205625964711409,-0.219359163303215,4.63435776932579,NaN,11-Oct-2015 16:44:23,2.274606173125,0.001063020816,0.609033800336293
xiuyun,80,2.03775,0.16,Inf,32,0.7,-0.456866868228852,0.0205471959222088,-0.349247359881998,5.56449784366983,NaN,11-Oct-2015 16:53:39,2.274606173125,0.001063020816,0.912171909187987
xiuyun,80,3.438703125,0.16,3,0,0.675,-0.669774511331595,0.0210093385208173,-0.213907242227792,4.58402191328409,NaN,11-Oct-2015 16:56:40,6.47729648518799,0.0030271178705625,1.696817082282
xiuyun,80,5.985890625,0.16,3,0,0.675,-0.924901253768939,0.0215627989119367,-0.118877248981347,3.40911984536337,NaN,11-Oct-2015 16:59:11,19.6273634235669,0.0091727069630625,3.0867605586792
xiuyun,80,3.438703125,0.16,1.73205080756888,32,0.7,-0.878183779633465,0.0210030639801096,-0.132378123447131,3.62426176441672,NaN,11-Oct-2015 20:10:04,6.47729648518799,0.0030271178705625,1.11844089221176
xiuyun,80,3.438703125,0.16,9,0,0.75,-0.618926292582346,0.0204777823444563,-0.240477089732327,4.81818661427873,NaN,11-Oct-2015 20:04:02,6.47729648518799,0.0030271178705625,1.87845687583767
xiuyun,80,2.03775,0.16,1,0,0.725,-0.940852782103232,0.0205433489317087,-0.114590131523143,3.33566034265734,NaN,11-Oct-2015 20:41:20,2.274606173125,0.001063020816,0.34649092973588
xiuyun,80,5.985890625,0.16,1.73205080756888,32,0.7625,-1.23015641966636,0.0202675498312788,-0.058863160996493,2.00336785625373,NaN,11-Oct-2015 20:44:00,19.6273634235669,0.0091727069630625,1.67633832510834
xiuyun,80,5.985890625,0.16,1,0,0.7375,-1.77864542361169,0.020537259500226,-0.0166477128537842,-0.522517352057636,NaN,11-Oct-2015 20:06:42,19.6273634235669,0.0091727069630625,0.5596933908245
xiuyun,80,5.985890625,0.16,5.19615242270663,0,0.65,-0.629977663453033,0.0218178799492651,-0.234434938632825,4.76729317063074,NaN,11-Oct-2015 21:12:42,19.6273634235669,0.0091727069630625,5.56762938234392
xiuyun,80,3.438703125,0.16,1,0,0.7,-1.61489917416435,0.0213326179296797,-0.0242717352244278,0.231561993964651,NaN,11-Oct-2015 21:17:17,6.47729648518799,0.0030271178705625,0.256277321404899
xiuyun,80,5.985890625,0.16,1.73205080756888,0,0.85,-1.55100023589747,0.0258060560800285,-0.0281189930304795,0.525827479387574,NaN,11-Oct-2015 21:30:52,19.6273634235669,0.0091727069630625,0.882430024075218
xiuyun,80,5.985890625,0.16,1,0,0.625,-1.76857526463775,0.0227466914656395,-0.017038240155175,-0.476142556182695,NaN,11-Oct-2015 21:34:24,19.6273634235669,0.0091727069630625,0.571080074485628
xiuyun,80,3.438703125,0.16,1,32,0.775,-1.11779007862341,0.0204497340117564,-0.0762447458972071,2.5208339799333,NaN,11-Oct-2015 22:40:46,6.47729648518799,0.0030271178705625,0.692617802818742
xiuyun,80,5.985890625,0.16,1,32,0.75,-1.38083330783934,0.0206144693250654,-0.0416070277144026,1.30947514312202,NaN,11-Oct-2015 22:44:34,19.6273634235669,0.0091727069630625,1.24018190937356
xiuyun,80,2.03775,0.16,5.19615242270663,0,0.725,-0.656127648415569,0.0213818598140841,-0.220735584867677,4.64686803951724,NaN,11-Oct-2015 22:50:57,2.274606173125,0.001063020816,0.612351772380409
xiuyun,80,3.438703125,0.16,5.19615242270663,0,0.675,-0.600058777863154,0.020798665949786,-0.251154649321325,4.90507473054724,NaN,11-Oct-2015 22:57:26,6.47729648518799,0.0030271178705625,1.95069488134509
xiuyun,80,2.03775,0.16,5.19615242270663,32,0.6375,-0.410246655653919,0.0218543936230874,-0.388824251237362,5.77919185668434,NaN,11-Oct-2015 23:00:25,2.274606173125,0.001063020816,1.00131447856602
xiuyun,80,3.438703125,0.16,1.73205080756888,0,0.8375,-0.897139506160939,0.0241600128778102,-0.126724473002702,3.53696741775866,NaN,11-Oct-2015 23:43:27,6.47729648518799,0.0030271178705625,1.07683286659347
xiuyun,80,2.03775,0.16,1,0,0.6625,-0.974724150262755,0.0214635187992907,-0.105992674242695,3.17967692785048,NaN,11-Oct-2015 23:46:20,2.274606173125,0.001063020816,0.323796070359953
xiuyun,80,5.985890625,0.16,Inf,32,0.7125,-0.41126668453728,0.0207481242501507,-0.387912090052188,5.77449445008184,NaN,11-Oct-2015 23:49:47,19.6273634235669,0.0091727069630625,8.62264012314742
xiuyun,80,5.985890625,0.16,Inf,0,0.675,-0.530761096710588,0.0209413402878898,-0.294604179144709,5.22420234574915,NaN,11-Oct-2015 23:52:11,19.6273634235669,0.0091727069630625,6.78967103689625
xiuyun,80,3.438703125,0.16,Inf,0,0.675,-0.633239061056988,0.0208702722871838,-0.232681009286174,4.75227387962036,NaN,11-Oct-2015 23:59:53,6.47729648518799,0.0030271178705625,1.82544737160241
xiuyun,80,2.03775,0.16,1.73205080756888,32,0.5875,-0.644304533274723,0.023775601022961,-0.226827374929062,4.70131549686936,NaN,12-Oct-2015 00:19:47,2.274606173125,0.001063020816,0.627004137275037
xiuyun,80,5.985890625,0.16,3,0,0.675,-0.919418548243181,0.0215840345677322,-0.120387515492449,3.43436863738914,NaN,12-Oct-2015 00:02:17,19.6273634235669,0.0091727069630625,3.12079441360798
xiuyun,80,3.438703125,0.16,3,32,0.65,-0.5982288156866,0.021867828494863,-0.252215158243439,4.9135020178042,NaN,12-Oct-2015 00:26:38,6.47729648518799,0.0030271178705625,1.95784735782426
xiuyun,80,2.03775,0.16,1,32,0.7,-0.833056368405609,0.0211381854235615,-0.146873563359378,3.83208117317407,NaN,12-Oct-2015 00:04:59,2.274606173125,0.001063020816,0.429855656112567
xiuyun,80,3.438703125,0.16,Inf,32,0.625,-0.431177465532191,0.0222096862371093,-0.370529281652231,5.68280191506433,NaN,12-Oct-2015 00:52:56,6.47729648518799,0.0030271178705625,2.73449912321898
xiuyun,80,2.03775,0.16,1.73205080756888,0,0.7,-0.781482084420172,0.0207416755888221,-0.165393301165186,4.06958952814748,NaN,12-Oct-2015 00:55:37,2.274606173125,0.001063020816,0.476562098548304
xiuyun,80,3.438703125,0.16,1,0,0.7375,-1.53805577624687,0.0206196893467759,-0.0289697150704849,0.585438919044254,NaN,12-Oct-2015 01:04:37,6.47729648518799,0.0030271178705625,0.298851543698862
xiuyun,80,5.985890625,0.16,3,32,0.8375,-0.881792153511192,0.0242012742944248,-0.131282804749222,3.60764458861511,NaN,12-Oct-2015 01:41:27,19.6273634235669,0.0091727069630625,3.36470529114683
xiuyun,80,3.438703125,0.16,5.19615242270663,32,0.7625,-0.522404506968195,0.020250985653035,-0.300327771146646,5.26268586368735,NaN,12-Oct-2015 01:44:06,6.47729648518799,0.0030271178705625,2.27844729565575
xiuyun,80,2.03775,0.16,9,0,0.7875,-0.644315371741959,0.0211437159249118,-0.226821714183885,4.70126558388319,NaN,12-Oct-2015 01:07:02,2.274606173125,0.001063020816,0.62699054589475
xiuyun,80,3.438703125,0.16,9,0,0.6875,-0.613768566800884,0.0206688876208596,-0.243350046294577,4.84193881927502,NaN,12-Oct-2015 19:01:37,6.47729648518799,0.0030271178705625,1.89793429321787
xiuyun,80,2.03775,0.16,9,32,0.8375,-0.396639259661406,0.0214911504046271,-0.401199830012321,5.84185623101799,NaN,12-Oct-2015 19:05:53,2.274606173125,0.001063020816,1.02893923988778
xiuyun,80,2.03775,0.16,Inf,32,0.7375,-0.38833581205821,0.020369972495297,-0.408944327035949,5.88009502036115,NaN,12-Oct-2015 19:08:22,2.274606173125,0.001063020816,1.04616939975919
xiuyun,80,2.03775,0,Inf,0,0.7875,-1.80827682776028,0.020957273099517,-0.0155497414484042,Inf,NaN,17-Oct-2015 13:54:58,2.274606173125,0,0.0611303549294011
xiuyun,80,5.985890625,0,Inf,0,0.825,-1.85229126145266,0.0213027883713477,-0.0140510486847466,Inf,NaN,17-Oct-2015 13:58:42,19.6273634235669,0,0.0559791714289521
xiuyun,80,2.03775,0,Inf,32,0.7375,-1.17067747826878,0.0208478436992883,-0.0675029141012235,Inf,NaN,17-Oct-2015 14:01:00,2.274606173125,0,0.21881076054227
xiuyun,80,5.985890625,0,Inf,32,0.675,-1.62948236498985,0.0214236129148089,-0.0234702456429267,Inf,NaN,17-Oct-2015 14:12:45,19.6273634235669,0,0.0874089321284553
xiuyun,80,3.438703125,0,Inf,32,0.775,-1.33952793749931,0.0204742335676169,-0.045758529817766,Inf,NaN,17-Oct-2015 14:15:09,6.43788088791504,0,0.156101483451163
xiuyun,80,3.438703125,0,Inf,0,0.7875,-1.85029303074143,0.0211206797656293,-0.0141158478714615,Inf,NaN,17-Oct-2015 14:17:26,6.47729648518799,0,0.0562033376655281
xiuyun,80,2.03775,0,Inf,0,0.85,-1.84747821870912,0.0224119115475296,-0.014207634670152,Inf,NaN,17-Oct-2015 14:19:38,2.274606173125,0,0.0565206336182315
xiuyun,80,5.985890625,0,Inf,0,0.7875,-2.15722579330593,0.024765326290329,-0.00696264426338225,Inf,NaN,17-Oct-2015 14:21:50,19.6273634235669,0,0.0304203143084366
xiuyun,80,2.03775,0,Inf,32,0.775,-1.17547326103808,0.021107365887543,-0.0667616003971869,Inf,NaN,17-Oct-2015 14:24:03,2.274606173125,0,0.216722055779342
xiuyun,80,3.438703125,0,Inf,0,0.7,-1.81536721964282,0.020742003963104,-0.0152979339100729,Inf,NaN,17-Oct-2015 14:03:33,6.47729648518799,0,0.0602695961263446
xiuyun,80,5.985890625,0,Inf,32,0.7375,-1.51840548915364,0.0205161559860368,-0.03031059843039,Inf,NaN,17-Oct-2015 14:05:37,19.6273634235669,0,0.109153072002541
xiuyun,80,3.438703125,0,Inf,32,0.75,-1.37454072854659,0.0202425608567992,-0.0422142688254826,Inf,NaN,17-Oct-2015 14:07:58,6.47729648518799,0,0.145544335071448
xiuyun,80,2.03775,0.2,16,32,0.7,-0.283960996192643,0.020321984910243,-0.520042699255514,5.91447170792483,NaN,04-Oct-2015 22:39:10,2.274606173125,0.001660970025,1.28902347336893
xiuyun,80,2.03775,0.2,2,32,0.625,-0.363633122829757,0.021677045873482,-0.432879358342878,5.54756800568133,NaN,04-Oct-2015 22:47:16,2.274606173125,0.001660970025,1.09915387695041
xiuyun,80,2.03775,0.2,5.65685424949238,32,0.65,-0.292974249355821,0.0213267609056897,-0.509361071733041,5.872964143179,NaN,04-Oct-2015 22:51:10,2.274606173125,0.001660970025,1.26599506801494
xiuyun,80,2.03775,0.2,16,32,0.7,-0.329567770451144,0.0203870380593676,-0.468200884221462,5.7044447508305,NaN,04-Oct-2015 22:54:59,2.274606173125,0.001660970025,1.17664996226498
xiuyun,80,2.03775,0.2,5.65685424949238,32,0.725,-0.27995672991776,0.0201094349496299,-0.52485975102068,5.93291203559069,NaN,04-Oct-2015 22:58:56,2.274606173125,0.001660970025,1.29938810717044
xiuyun,80,2.03775,0.2,2,32,0.7875,-0.370793821338589,0.0210378745474842,-0.4258005113581,5.5145917703976,NaN,04-Oct-2015 23:02:10,2.274606173125,0.001660970025,1.08352464127163
